outlier_no,subset_size,subset,node,data type,index_first_element,index_last_element,outlier_score,acceptable_deviation,value_to_check,min_value,max_value
82,7,"[388.0, 388.0, 398.0, 398.0, 398.0, 398.0, 414.0]",3,CURRENT_icmp_sent,128,134,1.1839200423452014,16.32993161855452,414.0,378.3367350481122,410.9965982852212
83,7,"[414.0, 421.0, 421.0, 421.0, 421.0, 421.0, 431.0]",3,CURRENT_icmp_sent,137,143,1.2356661152185586,9.036961141150641,431.0,410.7963721921827,428.87029447448396
84,7,"[421.0, 421.0, 431.0, 431.0, 431.0, 431.0, 444.0]",3,CURRENT_icmp_sent,141,147,1.000208311636463,16.32993161855452,444.0,411.3367350481122,443.9965982852212
85,7,"[28.0, 31.0, 31.0, 31.0, 31.0, 31.0, 36.0]",4,CURRENT_icmp_recv,18,24,1.4200938936093863,3.8729833462074166,36.0,26.627016653792584,34.37298334620742
86,7,"[41.0, 41.0, 44.0, 44.0, 44.0, 44.0, 48.0]",4,CURRENT_icmp_recv,31,37,1.0206207261596574,4.898979485566357,48.0,38.10102051443364,47.89897948556636
87,7,"[56.0, 56.0, 58.0, 58.0, 58.0, 58.0, 63.0]",4,CURRENT_icmp_recv,48,54,1.7350552344714172,3.265986323710904,63.0,54.06734700962243,60.59931965704424
88,7,"[66.0, 66.0, 69.0, 69.0, 69.0, 69.0, 73.0]",4,CURRENT_icmp_recv,61,67,1.0206207261596574,4.898979485566357,73.0,63.10102051443364,72.89897948556636
89,7,"[79.0, 82.0, 82.0, 82.0, 82.0, 82.0, 86.0]",4,CURRENT_icmp_recv,79,85,1.161895003862225,3.8729833462074166,86.0,77.62701665379258,85.37298334620742
90,7,"[94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 102.0]",4,CURRENT_icmp_recv,96,102,1.224744871391589,4.898979485566357,102.0,91.10102051443364,100.89897948556636
91,7,"[108.0, 108.0, 111.0, 111.0, 111.0, 111.0, 115.0]",4,CURRENT_icmp_recv,113,119,1.0206207261596574,4.898979485566357,115.0,105.10102051443364,114.89897948556636
92,7,"[115.0, 115.0, 117.0, 117.0, 117.0, 117.0, 121.0]",4,CURRENT_icmp_recv,122,128,1.428869016623522,3.265986323710904,121.0,113.06734700962242,119.59931965704423
93,7,"[126.0, 126.0, 129.0, 129.0, 129.0, 129.0, 134.0]",4,CURRENT_icmp_recv,135,141,1.224744871391589,4.898979485566357,134.0,123.10102051443364,132.89897948556634
94,7,"[47.0, 47.0, 52.0, 52.0, 52.0, 52.0, 59.0]",4,CURRENT_icmp_sent,9,15,1.0614455552060436,8.16496580927726,59.0,42.16836752405607,58.4982991426106
95,7,"[63.0, 63.0, 66.0, 66.0, 66.0, 66.0, 71.0]",4,CURRENT_icmp_sent,22,28,1.224744871391589,4.898979485566357,71.0,60.10102051443364,69.89897948556636
96,7,"[71.0, 71.0, 73.0, 73.0, 73.0, 73.0, 77.0]",4,CURRENT_icmp_sent,31,37,1.428869016623522,3.265986323710904,77.0,69.06734700962242,75.59931965704423
97,7,"[90.0, 94.0, 94.0, 94.0, 94.0, 94.0, 100.0]",4,CURRENT_icmp_sent,53,59,1.2909944487358065,5.163977794943222,100.0,88.1693555383901,98.49731112827655
98,7,"[100.0, 100.0, 102.0, 102.0, 102.0, 102.0, 107.0]",4,CURRENT_icmp_sent,61,67,1.7350552344714192,3.265986323710904,107.0,98.06734700962242,104.59931965704423
99,7,"[112.0, 112.0, 114.0, 114.0, 114.0, 114.0, 119.0]",4,CURRENT_icmp_sent,74,80,1.7350552344714192,3.265986323710904,119.0,110.06734700962242,116.59931965704423
100,7,"[119.0, 119.0, 123.0, 123.0, 123.0, 123.0, 129.0]",4,CURRENT_icmp_sent,83,89,1.1226827987756225,6.531972647421808,129.0,115.13469401924486,128.19863931408847
101,7,"[131.0, 131.0, 134.0, 134.0, 134.0, 134.0, 141.0]",4,CURRENT_icmp_sent,96,102,1.6329931618554518,4.898979485566357,141.0,128.10102051443366,137.89897948556634
102,7,"[144.0, 144.0, 147.0, 147.0, 147.0, 147.0, 153.0]",4,CURRENT_icmp_sent,109,115,1.4288690166235205,4.898979485566357,153.0,141.10102051443366,150.89897948556634
103,7,"[158.0, 158.0, 161.0, 161.0, 161.0, 161.0, 165.0]",4,CURRENT_icmp_sent,122,128,1.0206207261596574,4.898979485566357,165.0,155.10102051443366,164.89897948556634
104,7,"[170.0, 170.0, 172.0, 172.0, 172.0, 172.0, 183.0]",4,CURRENT_icmp_sent,135,141,3.5721725415587984,3.265986323710904,183.0,168.06734700962244,174.59931965704425
105,7,"[38.0, 38.0, 44.0, 44.0, 44.0, 44.0, 60.0]",5,CURRENT_icmp_recv,7,13,1.8371173070873834,9.797958971132713,60.0,32.202041028867285,51.797958971132715
106,7,"[69.0, 74.0, 74.0, 74.0, 74.0, 74.0, 83.0]",5,CURRENT_icmp_recv,20,26,1.52337344950825,6.454972243679028,83.0,66.71169442298765,79.6216389103457
107,7,"[104.0, 104.0, 110.0, 110.0, 110.0, 110.0, 121.0]",5,CURRENT_icmp_recv,37,43,1.3268069440075547,9.797958971132713,121.0,98.20204102886728,117.79795897113272
108,7,"[137.0, 145.0, 145.0, 145.0, 145.0, 145.0, 155.0]",5,CURRENT_icmp_recv,55,61,1.0973452814254356,10.327955589886445,155.0,133.3387110767802,153.9946222565531
109,7,"[197.0, 197.0, 204.0, 204.0, 204.0, 204.0, 214.0]",5,CURRENT_icmp_recv,85,91,1.078941910511639,11.430952132988164,214.0,190.2357145336785,213.0976187996548
110,7,"[225.0, 225.0, 232.0, 232.0, 232.0, 232.0, 242.0]",5,CURRENT_icmp_recv,98,104,1.078941910511639,11.430952132988164,242.0,218.2357145336785,241.0976187996548
111,7,"[242.0, 248.0, 248.0, 248.0, 248.0, 248.0, 258.0]",5,CURRENT_icmp_recv,107,113,1.4200938936093863,7.745966692414833,258.0,239.25403330758516,254.74596669241484
112,7,"[285.0, 285.0, 292.0, 292.0, 292.0, 292.0, 303.0]",5,CURRENT_icmp_recv,128,134,1.166423687039607,11.430952132988164,303.0,278.2357145336785,301.09761879965487
113,7,"[62.0, 62.0, 71.0, 71.0, 71.0, 71.0, 85.0]",5,CURRENT_icmp_sent,7,13,1.1567034896476116,14.69693845669907,85.0,53.30306154330093,82.69693845669907
114,7,"[94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 104.0]",5,CURRENT_icmp_sent,20,26,1.9364916731037085,3.8729833462074166,104.0,92.62701665379258,100.37298334620742
115,7,"[120.0, 120.0, 125.0, 125.0, 125.0, 125.0, 132.0]",5,CURRENT_icmp_sent,37,43,1.0614455552060444,8.16496580927726,132.0,115.16836752405607,131.4982991426106
116,7,"[125.0, 132.0, 132.0, 132.0, 132.0, 132.0, 141.0]",5,CURRENT_icmp_sent,42,48,1.1250094481840582,9.03696114115064,141.0,121.7963721921827,139.87029447448398
117,7,"[141.0, 141.0, 145.0, 145.0, 145.0, 145.0, 154.0]",5,CURRENT_icmp_sent,50,56,1.5819621255474707,6.531972647421808,154.0,137.13469401924485,150.19863931408847
118,7,"[161.0, 161.0, 167.0, 167.0, 167.0, 167.0, 176.0]",5,CURRENT_icmp_sent,63,69,1.1226827987756232,9.797958971132713,176.0,155.20204102886728,174.79795897113272
119,7,"[176.0, 176.0, 180.0, 180.0, 180.0, 180.0, 187.0]",5,CURRENT_icmp_sent,72,78,1.2757759076995734,6.531972647421808,187.0,172.13469401924485,185.19863931408847
120,7,"[187.0, 192.0, 192.0, 192.0, 192.0, 192.0, 199.0]",5,CURRENT_icmp_sent,81,87,1.2135347818116586,6.454972243679029,199.0,184.71169442298762,197.6216389103457
121,7,"[216.0, 216.0, 222.0, 222.0, 222.0, 222.0, 231.0]",5,CURRENT_icmp_sent,98,104,1.1226827987756232,9.797958971132713,231.0,210.20204102886728,229.79795897113272
122,7,"[231.0, 236.0, 236.0, 236.0, 236.0, 236.0, 242.0]",5,CURRENT_icmp_sent,107,113,1.058615447963362,6.454972243679029,242.0,228.71169442298762,241.6216389103457
123,7,"[236.0, 236.0, 242.0, 242.0, 242.0, 242.0, 252.0]",5,CURRENT_icmp_sent,111,117,1.224744871391589,9.797958971132713,252.0,230.20204102886728,249.79795897113272
124,7,"[252.0, 257.0, 257.0, 257.0, 257.0, 257.0, 264.0]",5,CURRENT_icmp_sent,120,126,1.2135347818116542,6.454972243679029,264.0,249.71169442298765,262.6216389103457
125,7,"[264.0, 264.0, 270.0, 270.0, 270.0, 270.0, 279.0]",5,CURRENT_icmp_sent,128,134,1.1226827987756232,9.797958971132713,279.0,258.2020410288673,277.7979589711327
126,7,"[279.0, 279.0, 285.0, 285.0, 285.0, 285.0, 296.0]",5,CURRENT_icmp_sent,137,143,1.3268069440075547,9.797958971132713,296.0,273.2020410288673,292.7979589711327
127,7,"[296.0, 296.0, 301.0, 301.0, 301.0, 301.0, 308.0]",5,CURRENT_icmp_sent,146,152,1.061445555206046,8.16496580927726,308.0,291.16836752405607,307.49829914261056
128,7,"[27.0, 27.0, 30.0, 30.0, 30.0, 30.0, 34.0]",6,CURRENT_icmp_recv,13,19,1.0206207261596574,4.898979485566357,34.0,24.101020514433642,33.89897948556636
129,7,"[34.0, 38.0, 38.0, 38.0, 38.0, 38.0, 43.0]",6,CURRENT_icmp_recv,22,28,1.0973452814254343,5.163977794943222,43.0,32.169355538390114,42.49731112827656
130,7,"[38.0, 38.0, 43.0, 43.0, 43.0, 43.0, 50.0]",6,CURRENT_icmp_recv,26,32,1.0614455552060436,8.16496580927726,50.0,33.16836752405607,49.4982991426106
131,7,"[54.0, 54.0, 59.0, 59.0, 59.0, 59.0, 66.0]",6,CURRENT_icmp_recv,39,45,1.0614455552060436,8.16496580927726,66.0,49.16836752405607,65.49829914261059
132,7,"[78.0, 83.0, 83.0, 83.0, 83.0, 83.0, 90.0]",6,CURRENT_icmp_recv,57,63,1.2135347818116566,6.454972243679028,90.0,75.71169442298765,88.6216389103457
133,7,"[96.0, 100.0, 100.0, 100.0, 100.0, 100.0, 107.0]",6,CURRENT_icmp_recv,70,76,1.4846436160461773,5.163977794943222,107.0,94.1693555383901,104.49731112827655
134,7,"[111.0, 116.0, 116.0, 116.0, 116.0, 116.0, 122.0]",6,CURRENT_icmp_recv,83,89,1.05861544796336,6.454972243679028,122.0,108.71169442298765,121.6216389103457
135,7,"[128.0, 133.0, 133.0, 133.0, 133.0, 133.0, 140.0]",6,CURRENT_icmp_recv,96,102,1.2135347818116586,6.454972243679029,140.0,125.71169442298763,138.6216389103457
136,7,"[145.0, 150.0, 150.0, 150.0, 150.0, 150.0, 156.0]",6,CURRENT_icmp_recv,109,115,1.058615447963362,6.454972243679029,156.0,142.71169442298762,155.6216389103457
137,7,"[188.0, 193.0, 193.0, 193.0, 193.0, 193.0, 200.0]",6,CURRENT_icmp_recv,144,150,1.2135347818116586,6.454972243679029,200.0,185.71169442298762,198.6216389103457
138,7,"[42.0, 42.0, 45.0, 45.0, 45.0, 45.0, 55.0]",6,CURRENT_icmp_sent,17,23,2.2453655975512463,4.898979485566357,55.0,39.10102051443364,48.89897948556636
