outlier_no,subset_size,subset,node,data type,index_first_element,index_last_element,outlier_score,acceptable_deviation,value_to_check,min_value,max_value
726,10,"[93.0, 93.0, 93.0, 93.0, 97.0, 97.0, 97.0, 97.0, 97.0, 103.0]",13,CURRENT_icmp_sent,58,67,1.1666666666666654,6.666666666666668,103.0,88.55555555555556,101.8888888888889
727,10,"[111.0, 111.0, 111.0, 111.0, 111.0, 114.0, 114.0, 114.0, 114.0, 121.0]",13,CURRENT_icmp_sent,75,84,1.733333333333334,5.000000000000001,121.0,107.33333333333333,117.33333333333333
728,10,"[143.0, 148.0, 148.0, 148.0, 148.0, 151.0, 151.0, 151.0, 151.0, 159.0]",13,CURRENT_icmp_sent,105,114,1.2266666666666672,8.333333333333334,159.0,140.44444444444443,157.11111111111111
729,10,"[159.0, 159.0, 159.0, 159.0, 159.0, 162.0, 162.0, 162.0, 162.0, 167.0]",13,CURRENT_icmp_sent,114,123,1.3333333333333313,5.000000000000001,167.0,155.33333333333334,165.33333333333334
730,10,"[177.0, 177.0, 177.0, 177.0, 180.0, 180.0, 180.0, 180.0, 180.0, 184.0]",13,CURRENT_icmp_sent,132,141,1.0666666666666684,5.000000000000001,184.0,173.66666666666666,183.66666666666666
731,10,"[180.0, 180.0, 180.0, 180.0, 180.0, 184.0, 184.0, 184.0, 184.0, 191.0]",13,CURRENT_icmp_sent,136,145,1.383333333333334,6.666666666666668,191.0,175.11111111111111,188.44444444444443
881,11,"[54.0, 58.0, 58.0, 58.0, 58.0, 58.0, 61.0, 61.0, 61.0, 61.0, 67.0]",2,CURRENT_icmp_recv,44,54,1.1520005482454838,7.118052168020875,67.0,51.68194783197912,65.91805216802088
882,11,"[81.0, 81.0, 83.0, 83.0, 83.0, 83.0, 86.0, 86.0, 86.0, 86.0, 91.0]",2,CURRENT_icmp_recv,74,84,1.1139349459594972,6.4635731432217725,91.0,77.33642685677822,90.26357314322178
883,11,"[108.0, 111.0, 111.0, 111.0, 111.0, 114.0, 114.0, 114.0, 114.0, 114.0, 120.0]",2,CURRENT_icmp_recv,105,115,1.1758942438532776,6.6332495807108005,120.0,105.5667504192892,118.8332495807108
884,11,"[188.0, 198.0, 198.0, 198.0, 198.0, 198.0, 205.0, 205.0, 205.0, 205.0, 218.0]",3,CURRENT_icmp_sent,46,56,1.0634570134346604,17.113996870657914,218.0,182.6860031293421,216.9139968706579
885,11,"[381.0, 388.0, 388.0, 388.0, 388.0, 388.0, 398.0, 398.0, 398.0, 398.0, 414.0]",3,CURRENT_icmp_sent,124,134,1.1677336519084605,19.439364415764445,414.0,371.8606355842356,410.73936441576444
886,11,"[414.0, 421.0, 421.0, 421.0, 421.0, 421.0, 431.0, 431.0, 431.0, 431.0, 444.0]",3,CURRENT_icmp_sent,137,147,1.0134076186165932,19.439364415764445,444.0,404.8606355842356,443.73936441576444
887,11,"[25.0, 28.0, 28.0, 28.0, 28.0, 31.0, 31.0, 31.0, 31.0, 31.0, 36.0]",4,CURRENT_icmp_recv,14,24,1.0251385715643964,6.6332495807108,36.0,22.5667504192892,35.8332495807108
888,11,"[53.0, 53.0, 56.0, 56.0, 56.0, 56.0, 58.0, 58.0, 58.0, 58.0, 63.0]",4,CURRENT_icmp_recv,44,54,1.1129112402035606,6.110100926607787,63.0,50.08989907339222,62.31010092660779
889,11,"[90.0, 94.0, 94.0, 94.0, 94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 102.0]",4,CURRENT_icmp_recv,92,102,1.0115126765082298,7.118052168020875,102.0,87.68194783197912,101.91805216802088
890,11,"[59.0, 63.0, 63.0, 63.0, 63.0, 63.0, 66.0, 66.0, 66.0, 66.0, 71.0]",4,CURRENT_icmp_sent,18,28,1.0115126765082298,7.118052168020875,71.0,56.68194783197912,70.91805216802088
891,11,"[129.0, 131.0, 131.0, 131.0, 131.0, 131.0, 134.0, 134.0, 134.0, 134.0, 141.0]",4,CURRENT_icmp_sent,92,102,1.5588457268119895,5.773502691896258,141.0,126.22649730810375,137.77350269189625
892,11,"[141.0, 144.0, 144.0, 144.0, 144.0, 144.0, 147.0, 147.0, 147.0, 147.0, 153.0]",4,CURRENT_icmp_sent,105,115,1.2650074712977082,6.4031242374328485,153.0,138.49687576256716,151.30312423743285
893,11,"[165.0, 170.0, 170.0, 170.0, 170.0, 170.0, 172.0, 172.0, 172.0, 172.0, 183.0]",4,CURRENT_icmp_sent,131,141,1.9026232055622923,6.674994798166929,183.0,163.6250052018331,176.97499479816693
894,11,"[231.0, 236.0, 236.0, 236.0, 236.0, 236.0, 242.0, 242.0, 242.0, 242.0, 252.0]",5,CURRENT_icmp_sent,107,117,1.1603202640323715,12.151817422372122,252.0,225.7481825776279,250.05181742237212
895,11,"[270.0, 279.0, 279.0, 279.0, 279.0, 279.0, 285.0, 285.0, 285.0, 285.0, 296.0]",5,CURRENT_icmp_sent,133,143,1.0333333333333332,15.000000000000002,296.0,265.5,295.5
896,11,"[34.0, 38.0, 38.0, 38.0, 38.0, 38.0, 43.0, 43.0, 43.0, 43.0, 50.0]",6,CURRENT_icmp_recv,22,32,1.037696564170873,10.022197585581939,50.0,29.577802414418063,49.622197585581944
897,11,"[39.0, 39.0, 42.0, 42.0, 42.0, 42.0, 45.0, 45.0, 45.0, 45.0, 55.0]",6,CURRENT_icmp_sent,13,23,1.657019699857031,7.483314773547883,55.0,35.11668522645212,50.08331477354788
898,11,"[62.0, 67.0, 67.0, 67.0, 67.0, 67.0, 70.0, 70.0, 70.0, 70.0, 76.0]",6,CURRENT_icmp_sent,31,41,1.0512788239926647,7.895146188218008,76.0,59.804853811781996,75.59514618821801
